Timestamp,Your Name,Project ID (see spreadsheet),Project's Team Name,Technical Complexity,Usefulness,Originality,Design,Presentation,Any comments?
03/31/2025 22:49:31,Judge 9,70A,Project 70,0.62,3.0,2.68,1.63,1.1,9.03
03/31/2025 22:55:54,Judge 11,70A,Project 70,1.91,1.52,2.96,3.0,2.74,12.13
03/31/2025 22:51:15,Judge 20,70A,Project 70,0.22,2.32,1.5,1.92,2.35,8.3
03/31/2025 22:13:44,Judge 17,70A,Project 70,1.51,1.35,2.13,3.0,1.16,9.15
03/31/2025 22:43:04,Judge 14,71A,Project 71,1.15,1.08,1.64,1.18,2.71,7.75
03/31/2025 22:05:09,Judge 1,71A,Project 71,1.25,3.0,2.98,2.09,1.19,10.5
03/31/2025 22:54:33,Judge 11,71A,Project 71,0.25,2.13,1.68,3.0,2.48,9.54
03/31/2025 22:18:54,Judge 8,71A,Project 71,1.85,2.97,2.8,2.03,1.04,10.7
03/31/2025 22:29:12,Judge 13,71A,Project 71,0.79,1.82,1.73,2.22,1.8,8.35
03/31/2025 22:14:10,Judge 10,72A,Project 72,1.93,1.6,2.3,2.49,3.0,11.32
03/31/2025 22:11:13,Judge 8,72A,Project 72,0.48,1.64,2.89,2.58,2.5,10.09
03/31/2025 22:39:46,Judge 17,72A,Project 72,2.05,0.22,1.35,0.96,1.95,6.53
03/31/2025 22:06:14,Judge 15,73A,Project 73,3.0,2.26,1.63,2.14,0.22,9.26
03/31/2025 22:39:38,Judge 13,73A,Project 73,2.41,1.63,0.72,1.89,2.7,9.35
03/31/2025 22:32:27,Judge 14,73A,Project 73,1.31,1.85,1.3,2.93,3.0,10.39
03/31/2025 22:37:24,Judge 5,73A,Project 73,1.34,2.16,1.96,2.7,2.86,11.02
03/31/2025 22:24:51,Judge 15,74A,Project 74,0.15,1.07,0.5,1.35,1.92,4.99
03/31/2025 22:03:27,Judge 3,74A,Project 74,0.55,2.8,3.0,1.18,2.44,9.97
03/31/2025 22:58:30,Judge 20,74A,Project 74,1.92,2.19,2.2,1.19,3.0,10.49
03/31/2025 22:23:57,Judge 7,74A,Project 74,3.0,3.0,2.96,3.0,0.0,11.96
03/31/2025 22:01:12,Judge 11,74A,Project 74,2.82,3.0,0.88,1.08,3.0,10.78
03/31/2025 22:58:11,Judge 18,75A,Project 75,2.27,2.76,3.0,1.17,2.7,11.9
03/31/2025 22:19:49,Judge 13,75A,Project 75,1.14,1.86,2.32,2.19,0.39,7.9
03/31/2025 22:40:26,Judge 3,75A,Project 75,1.56,3.0,3.0,0.71,2.69,10.96
03/31/2025 22:05:30,Judge 19,76A,Project 76,0.28,3.0,2.77,1.67,1.87,9.58
03/31/2025 22:39:26,Judge 14,76A,Project 76,0.0,0.6,2.21,3.0,2.68,8.49
03/31/2025 22:31:51,Judge 18,76A,Project 76,1.61,3.0,2.6,1.41,2.85,11.47
03/31/2025 22:01:02,Judge 16,77A,Project 77,1.61,1.52,0.23,1.31,2.0,6.67
03/31/2025 22:13:41,Judge 7,77A,Project 77,2.98,0.99,1.97,1.85,3.0,10.79
03/31/2025 22:48:27,Judge 20,77A,Project 77,2.09,2.79,2.34,2.57,2.97,12.75
03/31/2025 22:22:14,Judge 6,78A,Project 78,2.62,1.43,2.57,3.0,0.59,10.21
03/31/2025 22:48:15,Judge 3,78A,Project 78,1.22,3.0,0.0,0.6,2.01,6.83
03/31/2025 22:44:37,Judge 18,78A,Project 78,2.28,2.22,1.49,0.0,1.79,7.78
03/31/2025 22:41:44,Judge 13,78A,Project 78,1.96,2.47,1.07,2.56,1.08,9.15
03/31/2025 22:08:14,Judge 17,78A,Project 78,0.0,1.58,2.62,2.41,3.0,9.61
03/31/2025 22:46:45,Judge 6,79A,Project 79,2.16,1.13,0.77,2.45,3.0,9.52
03/31/2025 22:40:10,Judge 8,79A,Project 79,0.0,3.0,3.0,0.0,3.0,9.0
03/31/2025 22:07:28,Judge 5,79A,Project 79,3.0,1.38,0.94,3.0,3.0,11.32
03/31/2025 22:01:32,Judge 7,79A,Project 79,0.99,2.09,1.07,2.26,1.1,7.51
03/31/2025 22:29:48,Judge 2,80A,Project 80,1.59,2.94,1.78,2.73,1.06,10.09
03/31/2025 22:19:27,Judge 4,80A,Project 80,3.0,2.13,2.36,2.34,0.0,9.83
03/31/2025 22:20:22,Judge 9,80A,Project 80,1.81,0.68,1.8,1.2,1.94,7.43
03/31/2025 22:09:01,Judge 14,80A,Project 80,1.1,1.33,1.97,1.41,2.57,8.39
03/31/2025 22:25:30,Judge 1,81A,Project 81,1.25,1.55,1.87,2.58,1.8,9.05
03/31/2025 22:58:05,Judge 15,81A,Project 81,2.65,0.86,1.8,1.99,2.6,9.9
03/31/2025 22:11:58,Judge 19,81A,Project 81,2.67,2.1,1.42,3.0,0.0,9.19
03/31/2025 22:57:19,Judge 5,81A,Project 81,2.75,2.62,0.86,2.06,3.0,11.29
03/31/2025 22:43:38,Judge 8,81A,Project 81,3.0,1.56,1.52,2.3,2.46,10.84
03/31/2025 22:46:21,Judge 11,82A,Project 82,2.02,2.9,1.09,3.0,2.51,11.52
03/31/2025 22:46:23,Judge 18,82A,Project 82,3.0,3.0,0.0,3.0,2.53,11.53
03/31/2025 22:54:53,Judge 2,82A,Project 82,2.16,0.47,1.85,3.0,2.9,10.38
03/31/2025 22:43:42,Judge 2,83A,Project 83,0.71,1.44,0.44,2.98,2.36,7.92
03/31/2025 22:49:09,Judge 3,83A,Project 83,0.64,1.68,3.0,2.1,3.0,10.42
03/31/2025 22:32:17,Judge 13,83A,Project 83,1.28,1.53,2.64,1.29,2.13,8.87
03/31/2025 22:45:35,Judge 9,83A,Project 83,3.0,0.82,0.92,0.84,1.7,7.29
03/31/2025 22:34:06,Judge 14,83A,Project 83,3.0,1.76,1.47,2.24,2.48,10.96
03/31/2025 22:49:46,Judge 7,84A,Project 84,3.0,3.0,1.69,2.96,3.0,13.64
03/31/2025 22:54:22,Judge 1,84A,Project 84,0.49,2.63,2.89,1.41,2.12,9.53
03/31/2025 22:37:16,Judge 12,84A,Project 84,3.0,3.0,2.56,1.84,2.0,12.4
03/31/2025 22:24:08,Judge 2,84A,Project 84,0.72,2.18,2.05,2.1,1.25,8.3
03/31/2025 22:13:52,Judge 6,84A,Project 84,3.0,3.0,2.56,1.12,3.0,12.68
03/31/2025 22:00:12,Judge 17,85A,Project 85,1.47,2.24,0.85,2.39,1.8,8.74
03/31/2025 22:26:50,Judge 15,85A,Project 85,0.26,3.0,1.19,1.85,2.93,9.24
03/31/2025 22:19:27,Judge 2,85A,Project 85,2.26,2.83,3.0,2.44,2.0,12.54
03/31/2025 22:15:24,Judge 6,86A,Project 86,1.79,1.25,1.82,0.45,1.51,6.83
03/31/2025 22:09:23,Judge 19,86A,Project 86,1.72,3.0,0.0,1.59,1.52,7.82
03/31/2025 22:03:11,Judge 2,86A,Project 86,0.99,1.24,1.62,1.42,3.0,8.26
03/31/2025 22:00:35,Judge 12,86A,Project 86,0.86,2.6,1.44,1.59,1.07,7.56
03/31/2025 22:40:30,Judge 16,86A,Project 86,2.85,3.0,1.92,0.78,1.29,9.85
03/31/2025 22:16:11,Judge 3,87A,Project 87,3.0,2.48,2.37,2.39,0.07,10.32
03/31/2025 22:11:18,Judge 4,87A,Project 87,3.0,2.36,0.0,3.0,2.75,11.1
03/31/2025 22:51:49,Judge 13,87A,Project 87,3.0,1.58,3.0,1.73,3.0,12.3
03/31/2025 22:24:22,Judge 20,87A,Project 87,1.29,3.0,2.93,2.03,3.0,12.24
03/31/2025 22:37:15,Judge 11,87A,Project 87,2.07,3.0,1.84,2.3,0.48,9.69
03/31/2025 22:11:38,Judge 9,88A,Project 88,3.0,1.12,0.15,2.84,2.14,9.24
03/31/2025 22:26:59,Judge 4,88A,Project 88,0.33,1.16,1.11,2.53,3.0,8.14
03/31/2025 22:46:04,Judge 5,88A,Project 88,1.23,1.12,0.62,2.25,1.0,6.22
03/31/2025 22:14:30,Judge 4,89A,Project 89,1.22,1.83,2.61,1.78,3.0,10.43
03/31/2025 22:19:54,Judge 17,89A,Project 89,2.14,0.0,2.77,2.22,2.51,9.63
03/31/2025 22:41:58,Judge 15,89A,Project 89,3.0,0.57,2.81,1.22,2.69,10.3
03/31/2025 22:30:06,Judge 3,89A,Project 89,3.0,1.81,2.22,2.49,0.75,10.26
03/31/2025 22:14:42,Judge 6,89A,Project 89,2.46,1.46,2.36,1.27,2.76,10.31
03/31/2025 22:01:43,Judge 4,90A,Project 90,1.88,2.21,3.0,2.99,2.87,12.95
03/31/2025 22:53:10,Judge 15,90A,Project 90,1.54,2.16,3.0,2.68,1.75,11.14
03/31/2025 22:35:05,Judge 2,90A,Project 90,3.0,1.52,0.0,2.58,3.0,10.09
03/31/2025 22:23:18,Judge 5,91A,Project 91,1.7,1.94,2.48,0.35,2.01,8.49
03/31/2025 22:42:37,Judge 17,91A,Project 91,0.69,2.85,1.44,1.13,1.8,7.92
03/31/2025 22:01:44,Judge 7,91A,Project 91,3.0,1.05,3.0,2.93,1.76,11.75
03/31/2025 22:48:19,Judge 11,91A,Project 91,1.19,3.0,1.37,1.68,3.0,10.24
03/31/2025 22:57:29,Judge 20,91A,Project 91,1.56,3.0,2.29,1.58,2.41,10.85
03/31/2025 22:01:30,Judge 7,92A,Project 92,3.0,2.81,1.78,2.86,2.47,12.92
03/31/2025 22:34:12,Judge 2,92A,Project 92,2.51,1.27,1.75,0.58,2.44,8.54
03/31/2025 22:26:34,Judge 10,92A,Project 92,3.0,2.6,2.07,1.79,1.05,10.51
03/31/2025 22:12:40,Judge 12,93A,Project 93,2.08,0.13,3.0,2.43,2.43,10.07
03/31/2025 22:11:17,Judge 20,93A,Project 93,2.14,2.19,0.82,2.2,1.56,8.9
03/31/2025 22:07:08,Judge 11,93A,Project 93,3.0,1.55,2.55,3.0,1.54,11.64
03/31/2025 22:59:40,Judge 3,93A,Project 93,1.21,0.0,2.41,1.81,2.34,7.77
03/31/2025 22:32:18,Judge 14,94A,Project 94,3.0,2.74,0.91,1.36,0.14,8.15
03/31/2025 22:56:38,Judge 19,94A,Project 94,1.53,1.71,0.93,0.21,3.0,7.39
03/31/2025 22:48:47,Judge 12,94A,Project 94,3.0,1.29,1.06,1.54,2.05,8.95
03/31/2025 22:32:15,Judge 17,94A,Project 94,1.91,1.47,0.49,2.32,3.0,9.18
03/31/2025 22:46:20,Judge 4,95A,Project 95,2.02,0.83,0.0,2.3,2.75,7.91
03/31/2025 22:39:57,Judge 11,95A,Project 95,3.0,2.14,0.03,0.88,1.81,7.87
03/31/2025 22:53:37,Judge 1,95A,Project 95,2.31,2.31,0.39,2.5,1.72,9.22
03/31/2025 22:36:37,Judge 20,96A,Project 96,1.29,2.86,3.0,3.0,1.27,11.42
03/31/2025 22:55:04,Judge 13,96A,Project 96,2.36,1.8,2.95,2.85,1.99,11.96
03/31/2025 22:38:48,Judge 12,96A,Project 96,1.67,1.66,3.0,1.52,1.16,9.02
03/31/2025 22:32:40,Judge 2,96A,Project 96,1.78,1.42,1.78,2.64,1.49,9.1
03/31/2025 22:23:07,Judge 16,97A,Project 97,0.9,1.19,1.03,3.0,1.88,8.0
03/31/2025 22:59:05,Judge 14,97A,Project 97,2.02,2.95,0.98,2.47,1.73,10.15
03/31/2025 22:31:42,Judge 4,97A,Project 97,0.6,2.06,1.82,1.17,1.53,7.17
03/31/2025 22:07:44,Judge 8,97A,Project 97,1.43,2.64,1.45,0.01,1.39,6.92
03/31/2025 22:56:22,Judge 6,98A,Project 98,1.83,1.83,1.19,0.65,3.0,8.51
03/31/2025 22:50:12,Judge 8,98A,Project 98,1.13,2.31,3.0,3.0,1.42,10.87
03/31/2025 22:58:18,Judge 1,98A,Project 98,0.68,2.78,1.0,1.25,0.53,6.24
03/31/2025 22:27:10,Judge 3,99A,Project 99,1.5,2.61,3.0,3.0,2.22,12.33
03/31/2025 22:22:42,Judge 20,99A,Project 99,0.32,0.0,3.0,3.0,3.0,9.32
03/31/2025 22:41:10,Judge 1,99A,Project 99,2.01,2.19,2.43,2.22,3.0,11.84
03/31/2025 22:34:11,Judge 13,99A,Project 99,2.56,3.0,1.8,0.34,0.59,8.29
03/31/2025 22:09:18,Judge 8,99A,Project 99,1.96,2.66,1.28,2.59,1.6,10.09
03/31/2025 22:18:39,Judge 7,100A,Project 100,2.73,0.96,2.62,0.68,1.19,8.19
03/31/2025 22:07:00,Judge 15,100A,Project 100,2.71,0.84,2.61,2.37,1.31,9.83
03/31/2025 22:21:46,Judge 5,100A,Project 100,1.15,3.0,2.78,1.96,1.58,10.48
03/31/2025 22:03:20,Judge 9,100A,Project 100,0.0,3.0,2.48,1.94,3.0,10.42
03/31/2025 22:09:37,Judge 4,100A,Project 100,3.0,0.0,1.45,1.13,2.22,7.8
